GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments 
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0.1,0.10740,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,0.4,0.38889,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.3,0.33333,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,1,1.11111,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.11111,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,2,1.66667,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.2,0.16667,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.4,0.40879,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.6,0.58976,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,0.3,0.32700,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.38889,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0.1,0.05556,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.25926,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.03704,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,0.6,0.64300,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.6,0.59354,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.14839,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.04902,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.14839,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.07190,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.2,0.19785,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.1,0.11111,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,3,3.30556,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.2,0.19444,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,2,2.15741,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,0.1,0.12691,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0.1,0.11232,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.04765,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,4,3.83871,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,0.4,0.38387,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,1,1.43011,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.1,0.14301,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,1,1.16129,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.11613,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.2,0.20327,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,2,1.51613,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.4,0.40493,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,2,1.78495,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.5,0.45538,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.4,0.37778,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0.5,0.46288,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH17,InjuriesInjuries,,0.3,0.26111,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,0.4,0.36699,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0,0.00000,,,,,
